# B1b serial loop input-order dump for the 10 line anchors (8 logical sites)
# in MD_rhs_core.cpp at SHUD commit 0b3998d (B1b-tag pin).
#
# Generated for openspec change p1c-deterministic-reduction §1.3 (PR-A #244).
#
# Build:
#   SHUD pin   = 0b3998d (B1b-tag)
#   Target     = ./shud (serial; make shud)
#   Strict FP  = -ffp-contract=off + -fno-fast-math (each grep_c >= 1 hit
#                in /tmp/p1c_make_b1b_serial.log)
#   OMP        = -fopenmp NOT linked (grep_c == 0 in build log)
#   Compiler   = AppleClang (Darwin 24.6.0, arm64)
#
# Run:
#   OMP_NUM_THREADS=1
#   Four Mac cases attempted to maximize anchor coverage:
#     keliya       (NumEle=484,   NumLake=0)
#     xinanjiang   (NumEle=801,   NumLake=0)
#     qinyijiang   (NumEle=3155,  NumLake=0)
#     qhh          (NumEle=4773,  NumLake>0)
#
# Instrumentation:
#   first-call sentinel fprintf(stderr, "[p1c_dump] site=<tag> iter=<i>
#   acc_target=<dst>[<idx>] src_idx=<j>\n") inserted at each of the 10
#   `+=` accumulations in MD_rhs_core.cpp. site_tag line-number suffix
#   uses the post-fix family (= class-1 family at SHUD `07c677f`, the
#   PR-A/PR-K2 reference family also used by p1c_reduction_sites.md
#   类1 表 + spec L39-L50): L278, L279 (qLake* pre-clamp, top of file)
#   plus L311, L312, L319, L320, L329, L343, L357, L370 (gather body).
#   Note: at the B1b SHUD pin `0b3998d` build state, those latter 8
#   anchors literally sit at lines 311/312/319/320/329/343/357/370,
#   while the qLake* pre-clamp pair (L278/L279 on `07c677f`) sits at
#   L222/L223 — both families pinpoint the same C++ statements; see
#   `docs/p1c_reduction_sites.md` "Line-number 等价表" cross-walk for
#   per-row mapping. After loop body completes, the sentinel flag is
#   set, so re-entry on subsequent RHS calls is silent. This gives a
#   single complete first-RHS-call ordering for each site without
#   flooding the integrator with O(NumEle*NumSteps) stderr writes.
#
# Anchor coverage observed (Mac local first-call):
#   L278 qLakeEvap_L278       PRESENT (qhh)
#   L279 qLakePrcp_L279       PRESENT (qhh)
#   L311 QrivSurf_L311        PRESENT (keliya / qhh / xinanjiang / qinyijiang)
#   L312 QrivSub_L312         PRESENT (keliya / qhh / xinanjiang / qinyijiang)
#   L319 Qe2r_Surf_L319       PRESENT (= class-1 L382 Qe2r_Surf) — 6240 total body hits
#                                       (keliya 534 / xinanjiang 584 / qinyijiang 1384 /
#                                       qhh 3738; verified `grep -c 'site=Qe2r_Surf_L319'
#                                       docs/p1c_b1b_serial_order_dump.txt` = 6241 = 6240
#                                       body + 1 header self-reference in this comment).
#                                       R3 correction (2026-06-23): prior ABSENT framing was a
#                                       fixture defect — the seg_by_ele[ie] adjacency is
#                                       non-empty on all 4 Mac cases.
#   L320 Qe2r_Sub_L320        PRESENT (= class-1 L383 Qe2r_Sub) — 6240 total body hits
#                                       (per-case identical distribution to L319,
#                                       same iter/src_idx pairing per shared seg_by_ele[ie]
#                                       loop; verified `grep -c 'site=Qe2r_Sub_L320'
#                                       docs/p1c_b1b_serial_order_dump.txt` = 6241 = 6240
#                                       body + 1 header self-reference in this comment).
#   L329 QrivUp_L329          PRESENT (keliya / qhh / xinanjiang / qinyijiang)
#   L343 QLakeRivIn_L343      ABSENT (= class-1 L406 QLakeRivIn)  -- qhh has lake but riv_in_by_lake[ilake]
#                                       empty under current case (lake fed
#                                       directly from inflow forcing, not
#                                       via a river-network downstream that
#                                       terminates at lake)
#   L357 QLakeSurf_L357       PRESENT (qhh)
#   L370 QLakeSub_L370        PRESENT (qhh)
#
# Implication for §2.x: only 1 anchor (L343 QLakeRivIn = class-1 L406) is
# ABSENT on Mac local; PR-H server PR-K2 二跑 SHALL re-instrument that single
# anchor on heihe + heihe_x4 (lake-bearing case necessary to trigger
# `riv_in_by_lake[ilake]` non-empty — qhh lake on Mac is fed by inflow
# forcing rather than a downstream river network). L319/L320 are now
# correctly classified PRESENT (R3 correction, this commit); their (iter,
# acc_target, src_idx) triples are fully captured below for §2.x S4
# adjacency-list cross-check on Mac local. Only the L343 dump remains
# strictly needed from server PR-K2 二跑.
#
# §2.x adjacency-list consumers SHALL cross-check each (iter, acc_target,
# src_idx) triple here against the produced S4 list it claims to consume.
# Any mismatch indicates the S4 list construction has drifted from the B0
# serial loop input order anchored here.
#
# Anchor hit count audit (R3 regression rule — every PRESENT/ABSENT claim
# backed by literal grep count on this very file):
#
#   for tag in qLakeEvap_L278 qLakePrcp_L279 QrivSurf_L311 QrivSub_L312 \
#              Qe2r_Surf_L319 Qe2r_Sub_L320 QrivUp_L329 QLakeRivIn_L343 \
#              QLakeSurf_L357 QLakeSub_L370; do
#     echo "$(grep -c "site=${tag}" docs/p1c_b1b_serial_order_dump.txt) ${tag}"
#   done
#
# Per-case body-line counts (run on PR head, SHUD@0b3998d Mac local 4-case
# 90d cfg build; case ranges per `grep -n '^=====' docs/p1c_b1b_serial_order_dump.txt`):
#
#   ANCHOR             | Total body hits | keliya | xinanjiang | qinyijiang | qhh
#   ---                | ---             | ---    | ---        | ---        | ---
#   qLakeEvap_L278     | 688             | 0      | 0          | 0          | 688
#   qLakePrcp_L279     | 688             | 0      | 0          | 0          | 688
#   QrivSurf_L311      | 6240            | 534    | 584        | 1384       | 3738
#   QrivSub_L312       | 6240            | 534    | 584        | 1384       | 3738
#   Qe2r_Surf_L319     | 6240            | 534    | 584        | 1384       | 3738
#   Qe2r_Sub_L320      | 6240            | 534    | 584        | 1384       | 3738
#   QrivUp_L329        | 2452            | 331    | 215        | 318        | 1588
#   QLakeRivIn_L343    | 0               | 0      | 0          | 0          | 0     <- ABSENT (only one)
#   QLakeSurf_L357     | 114             | 0      | 0          | 0          | 114
#   QLakeSub_L370      | 114             | 0      | 0          | 0          | 114
#
# Per-case ranges used for awk slicing (grep -n '^=====' on this file):
#   keliya     : line   128..2596
#   xinanjiang : line  2597..5149
#   qinyijiang : line  5150..11005
#   qhh        : line 11006..EOF
# (line numbers above are post-R3-fix at PR #257 R3-retry; pre-fix shipped
#  at line 76/2545/5098/10954 before this header expansion. Recompute via
#  `grep -n '^=====' docs/p1c_b1b_serial_order_dump.txt` on any subsequent
#  edit before re-running the awk slice.)
#
# This table makes the PRESENT/ABSENT classification falsifiable: any
# inconsistency between this audit table and the dump body grep counts
# (above command) is a fixture defect (R3 regression rule). The header
# "Anchor coverage observed" section + this audit table are the only two
# locations where PRESENT/ABSENT may appear; free-form classification
# elsewhere is forbidden.
#
# --- begin dump (filtered to [p1c_dump] lines only; stderr WARNINGs
# from shud (Aqd of Node = 0.0) elided) ---

===== keliya  N=1  90d cfg  =====
[p1c_dump] site=QrivSurf_L311 iter=0 acc_target=QrivSurf[0] src_idx=0
[p1c_dump] site=QrivSub_L312  iter=0 acc_target=QrivSub[0] src_idx=0
[p1c_dump] site=QrivSurf_L311 iter=1 acc_target=QrivSurf[0] src_idx=1
[p1c_dump] site=QrivSub_L312  iter=1 acc_target=QrivSub[0] src_idx=1
[p1c_dump] site=QrivSurf_L311 iter=2 acc_target=QrivSurf[1] src_idx=2
[p1c_dump] site=QrivSub_L312  iter=2 acc_target=QrivSub[1] src_idx=2
[p1c_dump] site=QrivSurf_L311 iter=3 acc_target=QrivSurf[2] src_idx=3
[p1c_dump] site=QrivSub_L312  iter=3 acc_target=QrivSub[2] src_idx=3
[p1c_dump] site=QrivSurf_L311 iter=4 acc_target=QrivSurf[2] src_idx=4
[p1c_dump] site=QrivSub_L312  iter=4 acc_target=QrivSub[2] src_idx=4
[p1c_dump] site=QrivSurf_L311 iter=5 acc_target=QrivSurf[3] src_idx=5
[p1c_dump] site=QrivSub_L312  iter=5 acc_target=QrivSub[3] src_idx=5
[p1c_dump] site=QrivSurf_L311 iter=6 acc_target=QrivSurf[4] src_idx=6
[p1c_dump] site=QrivSub_L312  iter=6 acc_target=QrivSub[4] src_idx=6
[p1c_dump] site=QrivSurf_L311 iter=7 acc_target=QrivSurf[4] src_idx=7
[p1c_dump] site=QrivSub_L312  iter=7 acc_target=QrivSub[4] src_idx=7
[p1c_dump] site=QrivSurf_L311 iter=8 acc_target=QrivSurf[5] src_idx=8
[p1c_dump] site=QrivSub_L312  iter=8 acc_target=QrivSub[5] src_idx=8
[p1c_dump] site=QrivSurf_L311 iter=9 acc_target=QrivSurf[5] src_idx=9
[p1c_dump] site=QrivSub_L312  iter=9 acc_target=QrivSub[5] src_idx=9
[p1c_dump] site=QrivSurf_L311 iter=10 acc_target=QrivSurf[5] src_idx=10
[p1c_dump] site=QrivSub_L312  iter=10 acc_target=QrivSub[5] src_idx=10
[p1c_dump] site=QrivSurf_L311 iter=11 acc_target=QrivSurf[6] src_idx=11
[p1c_dump] site=QrivSub_L312  iter=11 acc_target=QrivSub[6] src_idx=11
[p1c_dump] site=QrivSurf_L311 iter=12 acc_target=QrivSurf[6] src_idx=12
[p1c_dump] site=QrivSub_L312  iter=12 acc_target=QrivSub[6] src_idx=12
[p1c_dump] site=QrivSurf_L311 iter=13 acc_target=QrivSurf[7] src_idx=13
[p1c_dump] site=QrivSub_L312  iter=13 acc_target=QrivSub[7] src_idx=13
[p1c_dump] site=QrivSurf_L311 iter=14 acc_target=QrivSurf[7] src_idx=14
[p1c_dump] site=QrivSub_L312  iter=14 acc_target=QrivSub[7] src_idx=14
[p1c_dump] site=QrivSurf_L311 iter=15 acc_target=QrivSurf[8] src_idx=15
[p1c_dump] site=QrivSub_L312  iter=15 acc_target=QrivSub[8] src_idx=15
[p1c_dump] site=QrivSurf_L311 iter=16 acc_target=QrivSurf[9] src_idx=16
[p1c_dump] site=QrivSub_L312  iter=16 acc_target=QrivSub[9] src_idx=16
[p1c_dump] site=QrivSurf_L311 iter=17 acc_target=QrivSurf[10] src_idx=17
[p1c_dump] site=QrivSub_L312  iter=17 acc_target=QrivSub[10] src_idx=17
[p1c_dump] site=QrivSurf_L311 iter=18 acc_target=QrivSurf[10] src_idx=18
[p1c_dump] site=QrivSub_L312  iter=18 acc_target=QrivSub[10] src_idx=18
[p1c_dump] site=QrivSurf_L311 iter=19 acc_target=QrivSurf[11] src_idx=19
[p1c_dump] site=QrivSub_L312  iter=19 acc_target=QrivSub[11] src_idx=19
[p1c_dump] site=QrivSurf_L311 iter=20 acc_target=QrivSurf[11] src_idx=20
[p1c_dump] site=QrivSub_L312  iter=20 acc_target=QrivSub[11] src_idx=20
[p1c_dump] site=QrivSurf_L311 iter=21 acc_target=QrivSurf[12] src_idx=21
[p1c_dump] site=QrivSub_L312  iter=21 acc_target=QrivSub[12] src_idx=21
[p1c_dump] site=QrivSurf_L311 iter=22 acc_target=QrivSurf[13] src_idx=22
[p1c_dump] site=QrivSub_L312  iter=22 acc_target=QrivSub[13] src_idx=22
[p1c_dump] site=QrivSurf_L311 iter=23 acc_target=QrivSurf[14] src_idx=23
[p1c_dump] site=QrivSub_L312  iter=23 acc_target=QrivSub[14] src_idx=23
[p1c_dump] site=QrivSurf_L311 iter=24 acc_target=QrivSurf[14] src_idx=24
[p1c_dump] site=QrivSub_L312  iter=24 acc_target=QrivSub[14] src_idx=24
[p1c_dump] site=QrivSurf_L311 iter=25 acc_target=QrivSurf[15] src_idx=25
[p1c_dump] site=QrivSub_L312  iter=25 acc_target=QrivSub[15] src_idx=25
[p1c_dump] site=QrivSurf_L311 iter=26 acc_target=QrivSurf[16] src_idx=26
[p1c_dump] site=QrivSub_L312  iter=26 acc_target=QrivSub[16] src_idx=26
[p1c_dump] site=QrivSurf_L311 iter=27 acc_target=QrivSurf[16] src_idx=27
[p1c_dump] site=QrivSub_L312  iter=27 acc_target=QrivSub[16] src_idx=27
[p1c_dump] site=QrivSurf_L311 iter=28 acc_target=QrivSurf[17] src_idx=28
[p1c_dump] site=QrivSub_L312  iter=28 acc_target=QrivSub[17] src_idx=28
[p1c_dump] site=QrivSurf_L311 iter=29 acc_target=QrivSurf[18] src_idx=29
[p1c_dump] site=QrivSub_L312  iter=29 acc_target=QrivSub[18] src_idx=29
[p1c_dump] site=QrivSurf_L311 iter=30 acc_target=QrivSurf[18] src_idx=30
[p1c_dump] site=QrivSub_L312  iter=30 acc_target=QrivSub[18] src_idx=30
[p1c_dump] site=QrivSurf_L311 iter=31 acc_target=QrivSurf[19] src_idx=31
[p1c_dump] site=QrivSub_L312  iter=31 acc_target=QrivSub[19] src_idx=31
[p1c_dump] site=QrivSurf_L311 iter=32 acc_target=QrivSurf[19] src_idx=32
[p1c_dump] site=QrivSub_L312  iter=32 acc_target=QrivSub[19] src_idx=32
[p1c_dump] site=QrivSurf_L311 iter=33 acc_target=QrivSurf[20] src_idx=33
[p1c_dump] site=QrivSub_L312  iter=33 acc_target=QrivSub[20] src_idx=33
[p1c_dump] site=QrivSurf_L311 iter=34 acc_target=QrivSurf[21] src_idx=34
[p1c_dump] site=QrivSub_L312  iter=34 acc_target=QrivSub[21] src_idx=34
[p1c_dump] site=QrivSurf_L311 iter=35 acc_target=QrivSurf[22] src_idx=35
[p1c_dump] site=QrivSub_L312  iter=35 acc_target=QrivSub[22] src_idx=35
[p1c_dump] site=QrivSurf_L311 iter=36 acc_target=QrivSurf[23] src_idx=36
